cmun,municipality,population,number_of_houses,VDSL_30Mbps,fixed_wireless,FTTH,HFC,reception_30Mbps,reception_100Mbps,reception_1Gbps,4G,5G,"5G_3,5GHz"
1037,Arraia-Maeztu,804,682,0.03,0.86,0.79,0.0,1.0,0.79,0.8,0.98,0.33,0.0
1039,Moreda de Álava/Moreda Araba,216,216,0.0,1.0,0.95,0.0,1.0,0.89,0.96,1.0,0.0,0.0
1041,Navaridas,200,162,0.0,1.0,0.99,0.0,1.0,0.99,0.99,1.0,0.48,0.0
1042,Okondo,1.187,619,0.12,1.0,0.69,0.0,0.92,0.85,0.84,1.0,0.87,0.0
1043,Oyón-Oion,3.408,1.887,0.18,1.0,0.89,0.0,1.0,0.82,0.88,1.0,0.33,0.19
1044,Peñacerrada-Urizaharra,310,284,0.0,0.89,0.86,0.0,0.93,0.86,0.86,1.0,0.13,0.0
1046,Erriberagoitia/Ribera Alta,820,592,0.0,0.74,0.87,0.0,0.93,0.79,0.81,0.95,0.17,0.0
1047,Erriberabeitia,1.416,712,0.07,0.99,0.91,0.0,1.0,0.91,0.92,1.0,0.76,0.0
1049,Añana,156,226,0.0,0.99,0.9,0.0,0.95,0.9,0.9,1.0,0.0,0.0
1051,Agurain/Salvatierra,5.069,2.502,0.19,0.99,0.97,0.0,0.99,0.97,0.97,1.0,0.99,0.0
1052,Samaniego,311,259,0.0,1.0,0.98,0.0,1.0,0.97,0.99,1.0,0.77,0.0
1053,San Millán/Donemiliaga,718,479,0.0,0.68,0.57,0.0,0.9,0.53,0.54,0.97,0.72,0.0
1054,Urkabustaiz,1.408,858,0.11,0.96,0.91,0.0,0.97,0.94,0.96,0.99,0.71,0.0
1055,Valdegovía/Gaubea,1.097,1.230,0.02,0.92,0.89,0.0,0.9,0.8,0.85,0.99,0.0,0.0
1056,Harana/Valle de Arana,226,237,0.0,0.95,0.99,0.0,0.99,0.98,0.99,1.0,0.01,0.0
1057,Villabuena de Álava/Eskuernaga,291,275,0.19,1.0,0.99,0.0,1.0,1.0,1.0,1.0,0.31,0.0
1058,Legutio,2.017,1.097,0.32,0.99,0.92,0.0,0.98,0.9,0.91,1.0,0.13,0.0
1059,Vitoria-Gasteiz,253.672,117.869,0.11,1.0,0.99,0.01,0.99,0.98,0.99,1.0,1.0,0.97
1060,Yécora/Iekora,247,231,0.0,1.0,0.98,0.0,1.0,0.99,0.99,1.0,0.0,0.0
1061,Zalduondo,195,124,0.0,0.33,0.94,0.0,0.98,0.96,0.98,1.0,0.93,0.0
1062,Zambrana,425,408,0.1,0.63,0.92,0.0,1.0,0.94,0.96,0.87,0.22,0.0
1063,Zuia,2.330,1.347,0.03,0.99,0.59,0.0,0.97,0.79,0.81,1.0,0.62,0.0
1901,Iruña Oka/Iruña de Oca,3.551,1.572,0.2,0.94,0.99,0.0,0.99,0.96,0.99,1.0,0.95,0.05
1902,Lantarón,931,686,0.0,0.88,0.92,0.0,0.96,0.87,0.87,0.99,0.01,0.0
2001,Abengibre,739,487,0.12,0.9,0.99,0.0,1.0,0.98,0.83,1.0,0.0,0.0
2002,Alatoz,496,583,0.0,0.96,0.99,0.0,1.0,0.96,0.97,1.0,0.0,0.0
2003,Albacete,172.357,87.009,0.08,0.99,0.97,0.9,1.0,0.95,0.92,1.0,0.99,0.96
2004,Albatana,670,508,0.01,0.97,0.93,0.0,1.0,0.93,0.2,1.0,0.0,0.0
2005,Alborea,663,734,0.0,0.97,0.99,0.0,1.0,0.99,0.42,1.0,0.0,0.0
2006,Alcadozo,634,576,0.0,0.86,0.68,0.0,1.0,0.68,0.0,0.99,0.0,0.0
2007,Alcalá del Júcar,1.148,1.369,0.12,0.91,0.94,0.0,1.0,0.91,0.16,1.0,0.51,0.0
2008,Alcaraz,1.307,1.324,0.04,0.96,0.92,0.0,1.0,0.68,0.76,1.0,0.0,0.0
2009,Almansa,24.224,12.982,0.11,0.97,0.87,0.0,1.0,0.92,0.0,1.0,0.92,0.0
2010,Alpera,2.245,1.398,0.05,0.73,0.94,0.0,1.0,0.94,0.94,1.0,0.0,0.0
2011,Ayna,582,1.060,0.0,0.86,0.91,0.0,1.0,0.55,0.32,0.98,0.0,0.0
2012,Balazote,2.388,1.251,0.19,0.71,0.96,0.0,1.0,0.96,0.94,1.0,0.97,0.0
2013,Balsa de Ves,126,429,0.0,0.74,0.69,0.0,1.0,0.7,0.19,1.0,0.0,0.0
2014,El Ballestero,427,422,0.28,0.86,0.95,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2015,Barrax,1.831,1.157,0.0,0.69,0.92,0.0,1.0,0.84,0.82,1.0,0.0,0.0
2016,Bienservida,574,804,0.2,0.56,0.91,0.0,1.0,0.89,0.86,1.0,0.0,0.0
2017,Bogarra,756,1.250,0.0,0.55,0.9,0.0,1.0,0.69,0.83,0.99,0.0,0.0
2018,Bonete,1.006,647,0.25,0.98,0.91,0.0,1.0,0.91,0.0,1.0,0.0,0.0
2019,El Bonillo,2.698,1.998,0.06,0.87,0.89,0.0,1.0,0.92,0.0,1.0,0.0,0.0
2020,Carcelén,483,522,0.0,1.0,0.89,0.0,1.0,0.89,0.86,1.0,0.0,0.0
2021,Casas de Juan Núñez,1.356,793,0.0,1.0,0.98,0.0,1.0,0.99,0.82,1.0,0.0,0.0
2022,Casas de Lázaro,321,479,0.0,0.95,0.78,0.0,1.0,0.0,0.0,0.99,0.0,0.0
2023,Casas de Ves,561,769,0.0,0.84,0.99,0.0,1.0,0.99,0.99,1.0,0.0,0.0
2024,Casas-Ibáñez,4.547,2.624,0.08,0.97,0.97,0.0,1.0,0.97,0.0,1.0,0.0,0.0
2025,Caudete,10.135,5.454,0.03,0.98,0.95,0.0,1.0,0.96,0.95,0.99,0.89,0.0
2026,Cenizate,1.183,612,0.18,0.65,0.98,0.0,1.0,0.98,0.0,1.0,0.0,0.0
2027,Corral-Rubio,300,297,0.0,0.97,0.81,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2028,Cotillas,129,210,0.0,0.69,0.8,0.0,0.08,0.0,0.0,0.9,0.46,0.0
2029,Chinchilla de Monte-Aragón,4.497,3.035,0.02,0.89,0.93,0.0,1.0,0.92,0.64,1.0,0.02,0.0
2030,Elche de la Sierra,3.553,3.442,0.02,0.91,0.9,0.0,1.0,0.73,0.69,1.0,0.0,0.0
2031,Férez,614,657,0.02,0.98,0.89,0.0,1.0,0.0,0.86,1.0,0.98,0.0
2032,Fuensanta,281,514,0.0,0.97,0.85,0.0,1.0,0.73,0.71,1.0,1.0,0.0
2033,Fuente-Álamo,2.461,1.529,0.11,0.6,0.94,0.0,1.0,0.94,0.9,1.0,0.0,0.0
2034,Fuentealbilla,1.821,1.168,0.13,0.83,0.98,0.0,1.0,0.98,0.76,1.0,0.0,0.0
2035,La Gineta,2.568,1.435,0.09,0.89,0.98,0.0,1.0,0.99,0.98,1.0,0.96,0.0
2036,Golosalvo,98,106,0.0,0.99,0.95,0.0,1.0,0.95,0.0,1.0,0.0,0.0
2037,Hellín,30.492,14.715,0.06,0.98,0.96,0.68,1.0,0.92,0.91,1.0,0.95,0.07
2038,La Herrera,304,261,0.0,0.79,0.84,0.0,1.0,0.85,0.79,1.0,0.16,0.0
2039,Higueruela,1.125,917,0.1,0.8,0.91,0.0,1.0,0.91,0.0,1.0,0.0,0.0
2040,Hoya-Gonzalo,561,392,0.0,0.99,0.96,0.0,1.0,0.96,0.0,1.0,0.0,0.0
2041,Jorquera,350,502,0.0,0.87,0.86,0.0,1.0,0.87,0.86,0.98,0.0,0.0
2042,Letur,901,1.257,0.0,0.94,0.89,0.0,1.0,0.77,0.59,1.0,0.9,0.0
2043,Lezuza,1.300,1.344,0.0,0.84,0.88,0.0,1.0,0.89,0.79,0.99,0.63,0.0
2044,Liétor,1.096,1.183,0.0,0.94,0.9,0.0,1.0,0.86,0.86,0.99,0.94,0.0
2045,Madrigueras,4.644,2.367,0.06,0.59,0.97,0.0,1.0,0.97,0.0,1.0,0.95,0.0
2046,Mahora,1.430,959,0.11,0.71,0.99,0.0,1.0,0.99,0.0,1.0,0.0,0.0
2047,Masegoso,114,268,0.0,0.63,0.93,0.0,1.0,0.0,0.0,0.81,0.0,0.0
2048,Minaya,1.442,1.129,0.1,0.59,0.96,0.0,1.0,0.95,0.0,1.0,1.0,0.0
2049,Molinicos,837,1.423,0.11,0.95,0.93,0.0,1.0,0.37,0.37,1.0,0.15,0.0
2050,Montalvos,88,124,0.0,0.01,0.94,0.0,1.0,0.94,0.91,0.54,0.0,0.0
2051,Montealegre del Castillo,2.056,1.233,0.28,0.96,0.94,0.0,1.0,0.94,0.94,1.0,0.0,0.0
2052,Motilleja,660,499,0.0,0.02,0.97,0.0,1.0,0.97,0.0,0.84,0.03,0.0
2053,Munera,3.422,2.506,0.08,0.57,0.89,0.0,1.0,0.89,0.82,1.0,0.97,0.0
2054,Navas de Jorquera,528,330,0.19,1.0,0.99,0.0,1.0,0.99,0.0,1.0,0.0,0.0
2055,Nerpio,1.180,1.331,0.0,0.76,0.75,0.0,0.81,0.59,0.19,0.98,0.0,0.0
2056,Ontur,1.934,1.269,0.26,0.72,0.98,0.0,1.0,0.99,0.99,1.0,0.0,0.0
2057,Ossa de Montiel,2.215,1.769,0.05,0.62,0.89,0.0,1.0,0.8,0.71,1.0,0.91,0.0
2058,Paterna del Madera,329,599,0.0,0.9,0.85,0.0,1.0,0.0,0.79,0.96,0.0,0.0
2059,Peñascosa,323,373,0.0,0.69,0.77,0.0,1.0,0.0,0.0,0.97,0.0,0.0
2060,Peñas de San Pedro,1.433,975,0.12,0.89,0.8,0.0,1.0,0.55,0.0,1.0,0.0,0.0
2061,Pétrola,663,663,0.0,0.99,0.97,0.0,1.0,0.77,0.0,1.0,0.0,0.0
2062,Povedilla,388,408,0.42,0.89,0.98,0.0,1.0,0.99,0.99,1.0,0.0,0.0
2063,Pozohondo,1.569,1.403,0.09,0.81,0.96,0.0,1.0,0.79,0.75,0.97,0.66,0.0
2064,Pozo-Lorente,391,358,0.0,0.99,0.97,0.0,1.0,0.97,0.0,1.0,0.0,0.0
2065,Pozuelo,461,444,0.0,0.89,0.96,0.0,1.0,0.71,0.0,1.0,0.0,0.0
2066,La Recueja,221,291,0.0,0.01,0.96,0.0,1.0,0.96,0.92,1.0,0.0,0.0
2067,Riópar,1.318,1.655,0.08,0.94,0.67,0.0,0.99,0.63,0.6,1.0,0.97,0.0
2068,Robledo,385,447,0.0,0.89,0.91,0.0,1.0,0.0,0.51,1.0,0.0,0.0
2069,La Roda,15.497,8.551,0.03,0.96,0.91,0.0,0.99,0.91,0.88,1.0,0.94,0.0
2070,Salobre,438,614,0.0,1.0,0.99,0.0,1.0,0.36,0.98,1.0,0.56,0.0
2071,San Pedro,1.142,793,0.0,1.0,0.98,0.0,1.0,0.86,0.0,1.0,0.0,0.0
2072,Socovos,1.743,1.332,0.12,0.81,0.94,0.0,1.0,0.77,0.57,0.99,0.65,0.0
2073,Tarazona de la Mancha,6.183,3.548,0.07,0.89,0.93,0.0,1.0,0.95,0.78,1.0,1.0,0.0
2074,Tobarra,7.758,5.485,0.05,0.93,0.88,0.0,1.0,0.71,0.67,1.0,0.85,0.0
2075,Valdeganga,1.919,1.193,0.11,0.84,0.97,0.0,1.0,0.98,0.96,1.0,0.95,0.0
2076,Vianos,313,416,0.0,0.26,0.91,0.0,1.0,0.92,0.92,0.99,0.0,0.0
2077,Villa de Ves,60,140,0.0,0.93,0.96,0.0,1.0,0.97,0.0,1.0,0.0,0.0
2078,Villalgordo del Júcar,1.072,777,0.17,0.98,0.97,0.0,1.0,0.97,0.82,1.0,0.0,0.0
2079,Villamalea,4.000,2.036,0.0,0.3,0.97,0.0,1.0,0.95,0.96,1.0,0.33,0.0
2080,Villapalacios,555,535,0.15,0.36,0.96,0.0,1.0,0.97,0.96,1.0,0.0,0.0
2081,Villarrobledo,24.886,14.736,0.05,0.87,0.79,0.0,0.99,0.79,0.72,1.0,0.81,0.0
2082,Villatoya,106,271,0.0,0.99,0.9,0.0,1.0,0.94,0.9,1.0,0.77,0.0
2083,Villavaliente,202,224,0.0,0.05,0.93,0.0,1.0,0.93,0.0,1.0,0.0,0.0
2084,Villaverde de Guadalimar,321,447,0.19,0.99,0.68,0.0,0.86,0.0,0.0,1.0,0.05,0.0
2085,Viveros,335,392,0.0,0.98,0.98,0.0,1.0,0.0,0.93,1.0,0.0,0.0
2086,Yeste,2.495,3.114,0.12,0.96,0.69,0.0,0.88,0.52,0.51,0.99,0.63,0.0
2901,Pozo Cañada,2.763,1.490,0.1,0.97,0.9,0.0,1.0,0.9,0.86,1.0,1.0,0.0
3001,l'Atzúbia,616,589,0.0,0.91,0.66,0.0,0.8,0.51,0.48,0.99,0.0,0.0
3002,Agost,4.948,2.891,0.1,0.75,0.7,0.0,0.98,0.68,0.62,0.99,0.94,0.0
3003,Agres,589,606,0.0,0.1,0.72,0.0,0.73,0.73,0.69,0.98,0.29,0.0
3004,Aigües,1.085,949,0.02,0.76,0.82,0.0,0.96,0.91,0.9,0.91,0.0,0.0
3005,Albatera,12.864,6.610,0.07,0.86,0.76,0.0,1.0,0.94,0.69,0.99,0.95,0.0
3006,Alcalalí,1.349,1.055,0.03,0.94,0.93,0.0,0.96,0.92,0.89,1.0,0.76,0.0
3007,Alcosser,254,218,0.0,1.0,0.42,0.0,1.0,0.45,0.41,1.0,1.0,0.0
3008,Alcoleja,196,215,0.0,1.0,0.93,0.0,0.93,0.93,0.93,1.0,0.03,0.0
3009,Alcoi/Alcoy,58.960,31.563,0.1,0.98,0.98,0.75,0.99,0.98,0.95,1.0,0.98,0.0
3010,Alfafara,417,334,0.0,0.99,0.62,0.0,0.82,0.64,0.61,1.0,0.03,0.0
3011,l'Alfàs del Pi,20.668,12.185,0.05,0.99,0.92,0.0,0.9,0.87,0.07,1.0,1.0,0.04
3012,Algorfa,3.513,4.339,0.03,0.82,0.98,0.0,0.98,0.17,0.34,1.0,0.58,0.0
3013,Algueña,1.351,841,0.04,0.58,0.96,0.0,1.0,0.82,0.0,1.0,0.0,0.0
3014,Alacant/Alicante,338.577,186.621,0.08,0.99,0.97,0.7,0.98,0.97,0.96,1.0,1.0,0.98
3015,Almoradí,21.401,10.303,0.08,0.97,0.99,0.0,1.0,0.96,0.81,1.0,1.0,0.0
3016,Almudaina,112,121,0.0,1.0,0.81,0.0,0.86,0.81,0.78,1.0,0.16,0.0
3017,l'Alqueria d'Asnar,489,294,0.0,1.0,0.85,0.0,1.0,0.85,0.78,1.0,1.0,0.0
3018,Altea,23.010,16.471,0.07,0.94,0.94,0.0,0.96,0.92,0.91,1.0,0.95,0.02
3019,Aspe,21.191,9.073,0.08,0.99,0.94,0.0,0.99,0.93,0.18,1.0,0.94,0.0
3020,Balones,126,127,0.0,0.7,0.86,0.0,0.86,0.86,0.78,1.0,0.28,0.0
3021,Banyeres de Mariola,7.201,4.392,0.09,0.99,0.87,0.0,0.94,0.84,0.67,1.0,1.0,0.0
3022,Benasau,171,178,0.0,0.99,0.74,0.0,0.75,0.75,0.71,1.0,0.88,0.0
3023,Beneixama,1.705,1.334,0.06,0.96,0.87,0.0,1.0,0.83,0.47,1.0,1.0,0.0
3024,Benejúzar,5.480,2.629,0.15,0.57,0.97,0.0,1.0,0.93,0.0,1.0,1.0,0.0
3025,Benferri,1.955,1.110,0.0,0.21,0.73,0.0,1.0,0.47,0.45,1.0,0.89,0.0
3026,Beniarbeig,2.267,1.383,0.15,1.0,0.87,0.0,0.97,0.89,0.87,1.0,1.0,0.0
3027,Beniardà,218,183,0.0,1.0,0.97,0.0,0.98,0.98,0.97,1.0,0.99,0.0
3028,Beniarrés,1.078,743,0.2,0.67,0.97,0.0,0.99,0.96,0.0,1.0,0.94,0.0
3029,Benigembla,512,366,0.0,0.81,0.77,0.0,0.89,0.77,0.78,1.0,0.16,0.0
3030,Benidoleig,1.232,911,0.08,1.0,0.77,0.0,1.0,0.0,0.74,1.0,0.78,0.0
3031,Benidorm,69.738,61.182,0.03,1.0,0.97,0.0,0.98,0.97,0.94,1.0,1.0,0.98
3032,Benifallim,106,139,0.0,0.01,0.84,0.0,0.85,0.85,0.81,1.0,0.61,0.0
3033,Benifato,139,179,0.0,0.95,0.55,0.0,0.55,0.55,0.46,1.0,0.07,0.0
3034,Benijófar,3.427,2.479,0.0,0.83,1.0,0.0,1.0,1.0,0.57,1.0,0.98,0.0
3035,Benilloba,740,588,0.46,1.0,0.88,0.0,1.0,0.88,0.84,1.0,1.0,0.0
3036,Benillup,108,71,0.0,0.65,0.65,0.0,0.66,0.66,0.56,1.0,0.18,0.0
3037,Benimantell,499,467,0.0,0.84,0.72,0.0,0.87,0.74,0.67,0.99,0.89,0.0
3038,Benimarfull,410,365,0.0,1.0,0.81,0.0,1.0,0.81,0.78,1.0,1.0,0.0
3039,Benimassot,93,100,0.0,1.0,0.97,0.0,0.97,0.97,0.97,1.0,0.05,0.0
3040,Benimeli,419,300,0.0,0.9,0.72,0.0,0.98,0.74,0.65,1.0,0.84,0.0
3041,Benissa,11.871,9.683,0.1,0.98,0.83,0.0,0.89,0.78,0.74,1.0,0.99,0.0
3042,el Poble Nou de Benitatxell/Benitachell,4.687,5.691,0.04,0.97,0.96,0.0,0.97,0.94,0.02,1.0,0.97,0.08
3043,Biar,3.612,2.328,0.01,0.71,0.98,0.0,1.0,0.98,0.84,1.0,0.17,0.0
3044,Bigastro,7.130,3.302,0.22,1.0,0.99,0.0,1.0,0.95,0.91,1.0,0.7,0.0
3045,Bolulla,413,227,0.0,1.0,0.97,0.0,0.99,0.97,0.97,0.98,0.02,0.0
3046,Busot,3.343,2.305,0.03,0.97,0.74,0.0,0.06,0.0,0.0,1.0,0.99,0.0
3047,Calp,24.096,25.890,0.03,1.0,1.0,0.0,0.9,0.87,0.5,1.0,1.0,0.76
3048,Callosa d'en Sarrià,7.653,3.501,0.14,0.72,0.94,0.0,0.96,0.92,0.89,1.0,0.85,0.0
3049,Callosa de Segura,19.315,9.155,0.06,0.95,0.98,0.66,0.99,0.71,0.73,1.0,0.98,0.0
3050,el Campello,29.409,26.647,0.02,1.0,0.99,0.26,0.99,0.97,0.97,1.0,1.0,0.26
3051,el Camp de Mirra/Campo de Mirra,433,320,0.0,0.94,0.92,0.0,0.98,0.92,0.91,1.0,0.98,0.0
3052,Cañada,1.191,737,0.25,0.75,0.79,0.0,0.99,0.77,0.74,1.0,0.99,0.0
3053,Castalla,11.097,7.883,0.07,0.98,0.75,0.0,0.99,0.75,0.55,1.0,0.98,0.0
3054,Castell de Castells,426,534,0.0,0.54,0.72,0.0,0.73,0.73,0.67,0.78,0.0,0.0
3055,Catral,8.976,4.570,0.0,0.95,0.97,0.0,0.83,0.72,0.56,1.0,1.0,0.04
3056,Cocentaina,11.298,6.872,0.05,0.99,0.81,0.58,0.9,0.81,0.74,1.0,1.0,0.0
3057,Confrides,282,454,0.0,0.8,0.62,0.0,0.62,0.62,0.55,0.96,0.05,0.0
3058,Cox,7.431,3.664,0.03,0.97,0.96,0.0,1.0,0.99,0.0,1.0,0.98,0.0
3059,Crevillent,29.881,14.856,0.11,0.92,0.95,0.0,0.98,0.75,0.0,0.99,0.96,0.03
3060,Quatretondeta,133,141,0.0,1.0,0.92,0.0,0.94,0.94,0.88,1.0,0.0,0.0
3061,Daya Nueva,1.758,1.417,0.0,1.0,0.93,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3062,Daya Vieja,683,564,0.0,0.33,1.0,0.0,0.89,0.74,0.0,1.0,1.0,0.0
3063,Dénia,43.899,45.593,0.04,0.97,0.97,0.0,0.93,0.86,0.66,1.0,0.98,0.55
3064,Dolores,7.799,3.654,0.05,0.99,0.95,0.0,0.96,0.93,0.0,1.0,0.99,0.02
3065,Elx/Elche,235.580,116.104,0.06,0.98,0.99,0.7,0.93,0.86,0.83,1.0,0.99,0.9
3066,Elda,52.297,24.879,0.1,1.0,0.99,0.79,1.0,0.99,0.81,1.0,1.0,0.45
3067,Fageca,104,123,0.0,1.0,0.93,0.0,0.94,0.94,0.89,1.0,0.0,0.0
3068,Famorca,48,79,0.0,0.49,0.99,0.0,0.99,0.99,0.99,1.0,0.0,0.0
3069,Finestrat,7.909,6.737,0.02,0.94,0.79,0.0,0.64,0.62,0.53,1.0,0.9,0.6
3070,Formentera del Segura,4.446,3.669,0.06,0.94,0.98,0.0,0.97,0.93,0.62,1.0,1.0,0.0
3071,Gata de Gorgos,6.364,3.782,0.1,0.99,0.7,0.0,0.88,0.81,0.0,1.0,0.99,0.0
3072,Gaianes,548,441,0.0,1.0,0.67,0.0,1.0,0.5,0.0,1.0,0.99,0.0
3073,Gorga,270,206,0.0,0.91,0.73,0.0,1.0,0.75,0.69,1.0,1.0,0.0
3074,Granja de Rocamora,2.626,1.002,0.0,1.0,0.6,0.0,1.0,0.93,0.0,1.0,1.0,0.0
3075,el Castell de Guadalest,258,279,0.0,0.86,0.52,0.0,0.41,0.41,0.5,1.0,0.96,0.0
3076,Guardamar del Segura,16.138,24.837,0.03,0.98,0.98,0.0,0.99,0.98,0.67,1.0,1.0,0.23
3077,el Fondó de les Neus/Hondón de las Nieves,2.684,2.339,0.07,0.78,0.77,0.0,0.95,0.69,0.0,1.0,0.01,0.0
3078,Hondón de los Frailes,1.261,1.046,0.0,0.86,0.76,0.0,1.0,0.65,0.0,1.0,0.0,0.0
3079,Ibi,23.677,11.923,0.07,1.0,0.93,0.79,1.0,0.88,0.87,1.0,1.0,0.61
3080,Jacarilla,2.039,1.326,0.0,0.34,0.94,0.0,0.01,0.01,0.71,1.0,1.0,0.0
3081,Xaló,2.931,2.237,0.13,0.94,0.85,0.0,0.96,0.71,0.68,0.94,0.92,0.0
3082,Xàbia/Jávea,28.731,26.260,0.04,0.95,0.87,0.21,0.96,0.93,0.5,1.0,0.99,0.56
3083,Xixona/Jijona,6.860,5.199,0.24,0.95,0.76,0.0,0.88,0.75,0.72,0.99,0.02,0.0
3084,l'Orxa/Lorcha,565,498,0.0,0.7,0.9,0.0,1.0,0.87,0.0,1.0,0.0,0.0
3085,Llíber,967,790,0.0,0.81,0.45,0.0,0.96,0.42,0.32,0.95,0.91,0.0
3086,Millena,243,212,0.0,0.6,0.4,0.0,0.88,0.41,0.34,1.0,0.9,0.0
3088,Monforte del Cid,8.619,4.945,0.06,0.87,0.83,0.0,0.83,0.77,0.61,1.0,0.95,0.0
3089,Monòver/Monóvar,12.387,8.037,0.1,0.9,0.78,0.62,0.83,0.71,0.59,1.0,0.9,0.0
3090,Mutxamel,26.192,12.168,0.04,0.9,0.96,0.47,0.99,0.98,0.98,0.99,0.99,0.62
3091,Murla,540,438,0.0,1.0,0.98,0.0,1.0,0.6,0.6,1.0,0.98,0.0
3092,Muro de Alcoy,9.303,5.007,0.03,0.99,0.82,0.0,0.84,0.8,0.25,1.0,0.99,0.0
3093,Novelda,25.592,13.497,0.08,0.97,0.91,0.0,0.98,0.91,0.0,1.0,0.99,0.0
3094,la Nucia,18.624,8.906,0.06,0.94,0.93,0.0,0.93,0.9,0.7,1.0,0.9,0.19
3095,Ondara,7.085,3.193,0.21,1.0,0.99,0.0,0.99,0.99,0.99,1.0,1.0,0.02
3096,Onil,7.580,3.810,0.17,0.98,0.99,0.0,1.0,0.92,0.0,1.0,0.05,0.0
3097,Orba,2.348,1.751,0.12,1.0,0.63,0.0,0.98,0.64,0.61,1.0,1.0,0.0
3098,Orxeta,812,788,0.22,0.76,0.0,0.0,0.96,0.0,0.0,0.95,0.12,0.0
3099,Orihuela,80.784,87.611,0.04,0.98,0.95,0.13,0.98,0.9,0.49,1.0,0.96,0.33
3100,Parcent,997,822,0.26,0.98,0.61,0.0,0.99,0.59,0.53,1.0,0.98,0.0
3101,Pedreguer,8.280,4.970,0.1,0.91,0.88,0.0,0.69,0.64,0.64,1.0,0.97,0.0
3102,Pego,10.295,6.213,0.07,1.0,0.82,0.0,0.88,0.84,0.79,1.0,0.65,0.0
3103,Penàguila,287,365,0.0,0.94,0.67,0.0,1.0,0.68,0.62,1.0,0.96,0.0
3104,Petrer,33.978,16.239,0.04,0.94,0.93,0.7,0.89,0.86,0.69,0.99,0.98,0.03
3105,el Pinós/Pinoso,8.084,4.989,0.09,0.79,0.8,0.0,1.0,0.75,0.0,1.0,0.0,0.0
3106,Planes,695,600,0.31,0.99,0.85,0.0,0.93,0.86,0.83,1.0,0.05,0.0
3107,Polop,5.186,3.386,0.02,0.97,0.89,0.0,0.94,0.88,0.67,1.0,0.61,0.36
3109,Rafal,4.634,2.062,0.0,1.0,0.98,0.0,1.0,0.73,0.0,1.0,0.09,0.0
3110,el Ràfol d'Almúnia,731,639,0.0,0.97,0.39,0.0,0.86,0.39,0.38,1.0,0.6,0.0
3111,Redován,8.123,3.400,0.11,0.95,0.96,0.0,0.73,0.61,0.65,1.0,0.97,0.0
3112,Relleu,1.171,1.288,0.07,0.78,0.49,0.0,0.86,0.0,0.0,0.87,0.08,0.0
3113,Rojales,16.943,15.762,0.04,0.57,0.99,0.0,0.99,0.98,0.53,1.0,0.65,0.0
3114,la Romana,2.605,1.800,0.13,0.8,0.6,0.0,0.95,0.49,0.0,0.99,0.81,0.0
3115,Sagra,435,303,0.0,0.99,0.93,0.0,0.98,0.97,0.93,1.0,0.74,0.0
3116,Salinas,1.678,1.125,0.15,0.82,0.67,0.0,0.99,0.64,0.58,1.0,0.01,0.0
3117,Sanet y Negrals,734,546,0.14,1.0,0.83,0.0,0.99,0.82,0.77,1.0,1.0,0.0
3118,San Fulgencio,9.091,10.171,0.03,0.7,0.99,0.0,0.99,0.98,0.0,1.0,1.0,0.0
3119,Sant Joan d'Alacant,24.450,11.327,0.02,1.0,0.97,0.65,0.99,0.99,0.98,1.0,1.0,0.83
3120,San Miguel de Salinas,6.659,5.763,0.04,0.82,0.83,0.0,0.41,0.38,0.0,0.98,0.78,0.0
3121,Santa Pola,36.174,43.009,0.02,1.0,1.0,0.0,0.63,0.61,0.61,1.0,0.99,0.61
3122,Sant Vicent del Raspeig/San Vicente del Raspeig,59.138,26.751,0.03,0.98,0.96,0.78,0.99,0.97,0.97,1.0,1.0,0.37
3123,Sax,9.988,5.572,0.06,0.95,0.81,0.69,0.98,0.8,0.63,1.0,0.97,0.0
3124,Sella,592,518,0.0,0.59,0.89,0.0,0.94,0.88,0.89,1.0,0.94,0.0
3125,Senija,623,454,0.0,1.0,0.75,0.0,0.86,0.65,0.62,1.0,1.0,0.0
3127,Tàrbena,624,680,0.0,0.78,0.64,0.0,0.66,0.66,0.59,0.87,0.0,0.0
3128,Teulada,11.944,11.913,0.06,0.93,0.95,0.0,0.96,0.92,0.88,1.0,0.99,0.13
3129,Tibi,1.731,1.754,0.03,0.89,0.3,0.0,0.96,0.0,0.0,0.99,0.94,0.0
3130,Tollos,30,67,0.0,0.97,0.87,0.0,0.86,0.86,0.82,1.0,0.0,0.0
3131,Tormos,332,250,0.0,1.0,0.96,0.0,0.99,0.98,0.97,1.0,0.57,0.0
3132,la Torre de les Maçanes/Torremanzanas,683,760,0.0,0.94,0.67,0.0,0.93,0.63,0.61,0.99,0.0,0.0
3133,Torrevieja,83.547,123.668,0.01,1.0,1.0,0.0,1.0,1.0,0.9,1.0,1.0,0.76
3134,la Vall d'Alcalà,164,170,0.0,0.76,0.98,0.0,0.98,0.98,0.98,0.95,0.0,0.0
3135,la Vall d'Ebo,219,261,0.0,0.88,0.91,0.0,0.9,0.9,0.9,0.98,0.0,0.0
3136,la Vall de Gallinera,579,648,0.0,0.81,0.97,0.0,0.99,0.97,0.97,0.99,0.0,0.0
3137,la Vall de Laguar,890,529,0.0,0.95,0.0,0.0,0.94,0.0,0.0,1.0,0.0,0.0
