cmun,municipality_clean,province_clean,0-17,18-24,25-34,35-54,55+,male,female,total_population
41035,coripe,coripe,163,82,112,323,518,588,610,1198
41036,"coronil, el","coronil, el",738,353,528,1328,1744,2369,2322,4691
41037,"corrales, los","corrales, los",686,306,468,1107,1401,2012,1956,3968
41038,dos hermanas,dos hermanas,28316,11570,15176,45553,39848,68759,71704,140463
41039,ecija,ecija,7302,3168,4577,11592,13040,19524,20155,39679
41040,espartinas,espartinas,3843,1489,1457,5674,4091,8269,8285,16554
41041,estepa,estepa,2293,1018,1547,3611,3941,6123,6287,12410
41042,fuentes de andalucia,fuentes de andalucia,1157,534,843,2113,2607,3597,3657,7254
41043,"garrobo, el","garrobo, el",114,53,108,254,280,414,395,809
41044,gelves,gelves,1955,1001,1135,3346,3054,5177,5314,10491
41045,gerena,gerena,1579,558,800,2674,2312,3922,4001,7923
41046,gilena,gilena,601,319,430,1050,1268,1855,1813,3668
41047,gines,gines,2556,1224,1434,4006,4338,6630,6928,13558
41048,guadalcanal,guadalcanal,348,179,296,618,1082,1264,1259,2523
41049,guillena,guillena,2960,1152,1566,4842,3590,7154,6956,14110
41050,herrera,herrera,1178,521,788,1893,2193,3265,3308,6573
41051,huevar del aljarafe,huevar del aljarafe,605,285,406,1108,960,1727,1637,3364
41052,lantejuela,lantejuela,738,353,493,1111,1165,1978,1882,3860
41053,lebrija,lebrija,5267,2256,3037,8629,8540,13803,13926,27729
41054,lora de estepa,lora de estepa,112,54,116,234,375,468,423,891
41055,lora del rio,lora del rio,3335,1391,2030,5326,6203,8989,9296,18285
41056,"luisiana, la","luisiana, la",826,338,549,1356,1562,2316,2315,4631
41057,"madrono, el","madrono, el",29,9,27,73,167,153,152,305
41058,mairena del alcor,mairena del alcor,5061,1901,2671,8094,6561,12130,12158,24288
41059,mairena del aljarafe,mairena del aljarafe,9675,3767,5025,15251,14188,23219,24687,47906
41060,marchena,marchena,3816,1488,2148,5781,6166,9570,9829,19399
41061,marinaleda,marinaleda,435,174,357,721,883,1294,1276,2570
41062,martin de la jara,martin de la jara,418,200,325,763,939,1362,1283,2645
41063,"molares, los","molares, los",714,304,444,1152,1032,1861,1785,3646
41064,montellano,montellano,1276,584,813,2123,2243,3512,3527,7039
41065,moron de la frontera,moron de la frontera,4519,2057,2789,8134,9719,13374,13844,27218
41066,"navas de la concepcion, las","navas de la concepcion, las",241,108,156,397,619,754,767,1521
41067,olivares,olivares,1727,873,1090,2882,2932,4768,4736,9504
41068,osuna,osuna,3173,1453,2056,4874,5808,8605,8759,17364
41069,"palacios y villafranca, los","palacios y villafranca, los",7975,3373,4630,11810,10976,19274,19490,38764
41070,palomares del rio,palomares del rio,2151,726,742,3301,2356,4632,4644,9276
41071,paradas,paradas,1186,511,740,1965,2409,3413,3398,6811
41072,pedrera,pedrera,950,431,569,1508,1664,2521,2601,5122
41073,"pedroso, el","pedroso, el",276,164,200,581,854,1036,1039,2075
41074,penaflor,penaflor,632,245,389,1066,1330,1841,1821,3662
41075,pilas,pilas,2748,1200,1735,4458,4006,7073,7074,14147
41076,pruna,pruna,370,218,306,680,957,1288,1243,2531
41077,"puebla de cazalla, la","puebla de cazalla, la",2015,891,1189,3237,3485,5399,5418,10817
41078,"puebla de los infantes, la","puebla de los infantes, la",475,222,310,807,1103,1418,1499,2917
41079,"puebla del rio, la","puebla del rio, la",2209,935,1321,3696,3699,5827,6033,11860
41080,"real de la jara, el","real de la jara, el",223,123,186,412,584,763,765,1528
41081,"rinconada, la","rinconada, la",7759,3507,4486,13215,11365,19942,20390,40332
41082,"roda de andalucia, la","roda de andalucia, la",722,306,494,1211,1453,2069,2117,4186
41083,"ronquillo, el","ronquillo, el",221,97,115,461,546,735,705,1440
41084,"rubio, el","rubio, el",510,240,427,952,1184,1657,1656,3313
41085,salteras,salteras,1073,461,593,1781,1694,2724,2878,5602
41086,san juan de aznalfarache,san juan de aznalfarache,4410,1766,2708,7512,6716,11139,11973,23112
41087,sanlucar la mayor,sanlucar la mayor,2679,1175,1619,4573,4320,7058,7308,14366
41088,san nicolas del puerto,san nicolas del puerto,75,41,50,175,258,307,292,599
41089,santiponce,santiponce,1642,699,867,2847,2594,4248,4401,8649
41090,"saucejo, el","saucejo, el",704,324,495,1171,1528,2094,2128,4222
41091,sevilla,sevilla,114002,53465,79525,200136,239613,325594,361147,686741
41092,tocina,tocina,1642,689,1030,2840,3179,4634,4746,9380
41093,tomares,tomares,5412,2207,2296,8131,7549,12590,13005,25595
41094,umbrete,umbrete,2155,679,921,3371,2269,4658,4737,9395
41095,utrera,utrera,9768,4116,5896,16059,16440,25795,26484,52279
41096,valencina de la concepcion,valencina de la concepcion,1361,732,819,2296,2877,3954,4131,8085
41097,villamanrique de la condesa,villamanrique de la condesa,936,346,484,1495,1394,2277,2378,4655
41098,villanueva del ariscal,villanueva del ariscal,1317,594,762,2160,2141,3381,3593,6974
41099,villanueva del rio y minas,villanueva del rio y minas,842,369,590,1404,1852,2576,2481,5057
41100,villanueva de san juan,villanueva de san juan,121,72,95,266,448,505,497,1002
41101,villaverde del rio,villaverde del rio,1464,688,915,2402,2321,3932,3858,7790
41102,"viso del alcor, el","viso del alcor, el",4021,1476,2222,6044,5555,9579,9739,19318
41901,canada rosal,canada rosal,651,234,391,1053,1089,1688,1730,3418
41902,isla mayor,isla mayor,1037,428,660,1787,1873,2879,2906,5785
41903,"cuervo de sevilla, el","cuervo de sevilla, el",1592,643,1031,2782,2663,4388,4323,8711
41904,"palmar de troya, el","palmar de troya, el",380,208,272,652,794,1147,1159,2306
42001,abejar,abejar,60,24,49,98,152,197,186,383
42003,adradas,adradas,2,8,4,9,41,38,26,64
42004,agreda,agreda,517,211,322,807,1228,1591,1494,3085
42006,alconaba,alconaba,22,5,17,69,88,133,68,201
42007,alcubilla de avellaneda,alcubilla de avellaneda,2,4,5,25,70,63,43,106
42008,alcubilla de las penas,alcubilla de las penas,5,4,2,21,27,38,21,59
42009,aldealafuente,aldealafuente,6,3,9,19,49,45,41,86
42010,aldealices,aldealices,3,0,0,6,11,14,6,20
42011,aldealpozo,aldealpozo,1,1,2,4,10,7,11,18
42012,aldealsenor,aldealsenor,3,0,2,5,18,15,13,28
42013,aldehuela de perianez,aldehuela de perianez,3,1,1,7,18,19,11,30
42014,"aldehuelas, las","aldehuelas, las",2,2,4,8,45,36,25,61
42015,alentisque,alentisque,0,1,3,1,19,16,8,24
42016,aliud,aliud,0,2,2,7,10,14,7,21
42017,almajano,almajano,22,18,17,53,69,97,82,179
42018,almaluez,almaluez,4,0,11,27,83,74,51,125
42019,almarza,almarza,69,34,48,165,312,348,280,628
42020,almazan,almazan,892,373,587,1483,2134,2806,2663,5469
42021,almazul,almazul,0,1,0,12,48,42,19,61
42022,almenar de soria,almenar de soria,21,12,16,55,115,136,83,219
42023,alpanseque,alpanseque,0,2,1,8,40,32,19,51
42024,arancon,arancon,0,1,2,18,55,51,25,76
42025,arcos de jalon,arcos de jalon,208,92,150,401,693,787,757,1544
42026,arenillas,arenillas,4,1,1,17,19,27,15,42
42027,arevalo de la sierra,arevalo de la sierra,0,6,4,15,45,44,26,70
42028,ausejo de la sierra,ausejo de la sierra,25,4,9,37,42,61,56,117
42029,baraona,baraona,4,3,7,33,76,73,50,123
42030,barca,barca,10,4,5,21,67,67,40,107
42031,barcones,barcones,3,0,0,10,12,15,10,25
42032,bayubas de abajo,bayubas de abajo,7,3,10,28,98,77,69,146
42033,bayubas de arriba,bayubas de arriba,6,3,7,6,38,35,25,60
42034,beraton,beraton,1,0,3,17,20,20,21,41
42035,berlanga de duero,berlanga de duero,88,60,72,200,414,434,400,834
42036,blacos,blacos,0,1,2,5,30,18,20,38
42037,bliecos,bliecos,1,1,1,5,18,16,10,26
42038,borjabad,borjabad,0,0,1,7,22,17,13,30
42039,borobia,borobia,16,18,19,47,128,129,99,228
42041,buberos,buberos,0,1,1,8,18,14,14,28
42042,buitrago,buitrago,13,6,8,23,24,39,35,74
42043,burgo de osma-ciudad de osma,burgo de osma-ciudad de osma,715,380,492,1474,2106,2584,2583,5167
42044,cabrejas del campo,cabrejas del campo,1,3,3,11,35,31,22,53
42045,cabrejas del pinar,cabrejas del pinar,32,12,23,75,158,172,128,300
42046,calatanazor,calatanazor,2,0,3,9,29,25,18,43
42048,caltojar,caltojar,0,3,3,9,36,35,16,51
42049,candilichera,candilichera,0,3,7,16,78,66,38,104
42050,canamaque,canamaque,1,0,0,8,18,20,7,27
42051,carabantes,carabantes,2,1,4,5,10,14,8,22
42052,caracena,caracena,0,0,1,3,10,9,5,14
42053,carrascosa de abajo,carrascosa de abajo,0,0,0,3,15,12,6,18
42054,carrascosa de la sierra,carrascosa de la sierra,0,0,2,6,11,14,5,19
42055,casarejos,casarejos,7,6,9,34,90,77,69,146
42056,castilfrio de la sierra,castilfrio de la sierra,1,5,3,7,18,20,14,34
42057,castilruiz,castilruiz,15,3,10,44,84,89,67,156
42058,castillejo de robledo,castillejo de robledo,7,0,9,18,61,56,39,95
42059,centenera de andaluz,centenera de andaluz,1,0,1,4,15,10,11,21
42060,cerbon,cerbon,2,0,1,6,21,21,9,30
42061,cidones,cidones,29,11,12,87,175,188,126,314
42062,cigudosa,cigudosa,0,0,1,7,7,12,3,15
42063,cihuela,cihuela,1,0,3,8,27,26,13,39
42064,ciria,ciria,1,2,6,10,52,39,32,71
42065,cirujales del rio,cirujales del rio,0,1,0,4,15,15,5,20
42068,coscurita,coscurita,0,0,6,16,46,43,25,68
42069,covaleda,covaleda,134,94,149,389,813,819,760,1579
42070,cubilla,cubilla,0,0,1,9,14,14,10,24
42071,cubo de la solana,cubo de la solana,11,3,10,33,106,95,68,163
42073,cueva de agreda,cueva de agreda,2,0,0,21,46,43,26,69
42075,devanos,devanos,2,0,2,17,51,43,29,72
42076,deza,deza,2,11,18,25,110,96,70,166
42078,duruelo de la sierra,duruelo de la sierra,67,58,100,252,553,522,508,1030
42079,escobosa de almazan,escobosa de almazan,1,0,0,3,16,12,8,20
42080,espeja de san marcelino,espeja de san marcelino,9,10,16,28,89,89,63,152
42081,espejon,espejon,17,11,11,35,59,68,65,133
42082,estepa de san juan,estepa de san juan,0,3,0,2,8,8,5,13
42083,frechilla de almazan,frechilla de almazan,0,0,2,5,14,11,10,21
42084,fresno de caracena,fresno de caracena,0,0,1,7,11,12,7,19
42085,fuentearmegil,fuentearmegil,1,2,7,26,114,88,62,150
42086,fuentecambron,fuentecambron,0,2,3,4,23,19,13,32
42087,fuentecantos,fuentecantos,6,6,7,20,26,33,32,65
42088,fuentelmonge,fuentelmonge,1,6,6,9,39,36,25,61
42089,fuentelsaz de soria,fuentelsaz de soria,5,4,6,11,39,31,34,65
42090,fuentepinilla,fuentepinilla,1,0,5,13,59,47,31,78
42092,fuentes de magana,fuentes de magana,4,0,3,11,34,32,20,52
42093,fuentestrun,fuentestrun,3,0,7,13,29,36,16,52
42094,garray,garray,145,41,71,269,260,421,365,786
42095,golmayo,golmayo,739,247,254,1067,757,1592,1472,3064
42096,gomara,gomara,23,17,23,84,143,167,123,290
42097,gormaz,gormaz,2,0,1,12,11,19,7,26
42098,herrera de soria,herrera de soria,0,0,1,1,9,8,3,11
42100,hinojosa del campo,hinojosa del campo,0,0,0,4,21,17,8,25
42103,langa de duero,langa de duero,86,44,69,188,330,386,331,717
42105,liceras,liceras,4,1,5,9,30,26,23,49
42106,"losilla, la","losilla, la",1,1,2,2,7,9,4,13
42107,magana,magana,6,0,5,20,32,41,22,63
42108,majan,majan,0,1,0,1,7,6,3,9
42110,matalebreras,matalebreras,6,3,8,20,45,54,28,82
42111,matamala de almazan,matamala de almazan,11,12,10,69,154,145,111,256
42113,medinaceli,medinaceli,90,38,50,183,306,348,319,667
42115,mino de medinaceli,mino de medinaceli,3,4,9,22,40,48,30,78
42116,mino de san esteban,mino de san esteban,2,1,3,12,22,26,14,40
42117,molinos de duero,molinos de duero,18,8,15,42,76,91,68,159
42118,momblona,momblona,0,0,0,4,14,15,3,18
42119,monteagudo de las vicarias,monteagudo de las vicarias,26,10,11,42,89,93,85,178
42120,montejo de tiermes,montejo de tiermes,13,8,12,29,81,89,54,143
42121,montenegro de cameros,montenegro de cameros,3,2,3,11,26,30,15,45
42123,moron de almazan,moron de almazan,15,13,16,39,118,104,97,201
42124,muriel de la fuente,muriel de la fuente,4,0,1,19,30,36,18,54
42125,muriel viejo,muriel viejo,4,8,3,22,38,49,26,75
42127,nafria de ucero,nafria de ucero,1,3,3,6,23,21,15,36
42128,narros,narros,6,2,11,17,35,44,27,71
42129,navaleno,navaleno,64,45,87,166,372,390,344,734
42130,nepas,nepas,0,1,0,13,36,36,14,50
42131,nolay,nolay,2,2,3,2,39,27,21,48
42132,noviercas,noviercas,13,12,12,29,99,94,71,165
42134,olvega,olvega,562,292,396,1274,1302,2025,1801,3826
42135,oncala,oncala,0,2,6,13,40,40,21,61
42139,pinilla del campo,pinilla del campo,0,0,1,3,14,10,8,18
42140,portillo de soria,portillo de soria,0,0,1,1,10,10,2,12
42141,"poveda de soria, la","poveda de soria, la",10,1,11,25,62,66,43,109
42142,pozalmuro,pozalmuro,2,6,4,9,25,23,23,46
42144,quintana redonda,quintana redonda,68,26,37,136,244,297,214,511
42145,quintanas de gormaz,quintanas de gormaz,9,3,13,29,74,76,52,128
42148,quinoneria,quinoneria,0,0,0,4,6,6,4,10
42149,"rabanos, los","rabanos, los",51,35,42,144,208,265,215,480
42151,rebollar,rebollar,2,5,5,6,18,19,17,36
42152,recuerda,recuerda,4,5,1,18,36,40,24,64
42153,rello,rello,0,1,0,5,13,12,7,19
42154,renieblas,renieblas,4,3,12,35,56,72,38,110
42155,retortillo de soria,retortillo de soria,3,1,3,20,104,80,51,131
42156,reznos,reznos,0,0,1,3,18,14,8,22
42157,"riba de escalote, la","riba de escalote, la",0,1,1,0,7,5,4,9
42158,rioseco de soria,rioseco de soria,17,5,10,29,66,75,52,127
42159,rollamienta,rollamienta,1,1,6,7,32,31,16,47
42160,"royo, el","royo, el",12,10,25,61,144,136,116,252
42161,salduero,salduero,6,9,10,31,92,83,65,148
42162,san esteban de gormaz,san esteban de gormaz,370,219,306,734,1312,1555,1386,2941
42163,san felices,san felices,5,2,3,18,31,36,23,59
42164,san leonardo de yague,san leonardo de yague,232,116,183,559,860,1000,950,1950
42165,san pedro manrique,san pedro manrique,93,42,78,182,224,352,267,619
42166,santa cruz de yanguas,santa cruz de yanguas,3,5,2,9,37,33,23,56
42167,santa maria de huerta,santa maria de huerta,15,11,13,51,150,133,107,240
42168,santa maria de las hoyas,santa maria de las hoyas,6,2,6,22,77,64,49,113
42171,seron de nagima,seron de nagima,11,7,7,30,70,67,58,125
42172,soliedra,soliedra,4,2,1,6,20,18,15,33
42173,soria,soria,7004,3115,4490,11113,14932,19196,21458,40654
42174,sotillo del rincon,sotillo del rincon,8,10,18,46,95,105,72,177
42175,suellacabras,suellacabras,2,2,5,12,12,17,16,33
42176,tajahuerce,tajahuerce,0,0,0,5,18,12,11,23
42177,tajueco,tajueco,1,3,3,13,37,35,22,57
42178,talveila,talveila,1,4,5,20,74,69,35,104
42181,tardelcuende,tardelcuende,43,14,26,96,245,223,201,424
42182,taroda,taroda,1,5,0,10,31,25,22,47
42183,tejado,tejado,1,4,5,20,67,57,40,97
42184,torlengua,torlengua,0,2,3,13,27,30,15,45
42185,torreblacos,torreblacos,0,1,0,3,22,14,12,26
42187,torrubia de soria,torrubia de soria,0,3,4,19,30,39,17,56
42188,trevago,trevago,2,2,3,11,29,24,23,47
42189,ucero,ucero,16,3,11,29,35,54,40,94
42190,vadillo,vadillo,0,6,7,15,56,47,37,84
42191,valdeavellano de tera,valdeavellano de tera,20,5,14,56,124,119,100,219
42192,valdegena,valdegena,0,2,3,5,27,27,10,37
42193,valdelagua del cerro,valdelagua del cerro,2,2,0,1,8,8,5,13
42194,valdemaluque,valdemaluque,5,4,12,24,92,69,68,137
42195,valdenebro,valdenebro,7,4,9,17,58,56,39,95
42196,valdeprado,valdeprado,0,0,2,1,5,3,5,8
42197,valderrodilla,valderrodilla,1,1,4,14,42,35,27,62
42198,valtajeros,valtajeros,2,0,1,3,13,13,6,19
42200,velamazan,velamazan,1,0,3,16,47,48,19,67
42201,velilla de la sierra,velilla de la sierra,0,0,2,4,21,17,10,27
42202,velilla de los ajos,velilla de los ajos,0,0,0,2,13,10,5,15
42204,viana de duero,viana de duero,0,1,4,13,31,37,12,49
42205,villaciervos,villaciervos,1,1,6,23,55,51,35,86
42206,villanueva de gormaz,villanueva de gormaz,0,0,0,1,7,5,3,8
42207,villar del ala,villar del ala,2,8,6,6,28,25,25,50
42208,villar del campo,villar del campo,0,0,0,11,19,17,13,30
42209,villar del rio,villar del rio,9,2,15,34,98,96,62,158
42211,"villares de soria, los","villares de soria, los",5,2,4,25,41,43,34,77
42212,villasayas,villasayas,7,1,1,20,31,41,19,60
42213,villaseca de arciel,villaseca de arciel,2,0,1,5,16,15,9,24
42215,vinuesa,vinuesa,93,43,89,226,382,433,400,833
42216,vizmanos,vizmanos,4,0,2,10,14,19,11,30
42217,vozmediano,vozmediano,1,4,0,6,22,22,11,33
42218,yanguas,yanguas,19,7,8,31,41,63,43,106
42219,yelo,yelo,0,0,1,9,27,22,15,37
43001,aiguamurcia,aiguamurcia,140,63,90,287,385,508,457,965
43002,albinyana,albinyana,441,206,272,848,911,1381,1297,2678
43003,"albiol, l'","albiol, l'",134,34,44,184,142,284,254,538
43004,alcanar,alcanar,1639,654,982,2960,3636,4983,4888,9871
43005,alcover,alcover,993,390,552,1633,1766,2652,2682,5334
43006,aldover,aldover,124,59,58,283,373,459,438,897
43007,"aleixar, l'","aleixar, l'",175,76,109,306,314,502,478,980
43008,alfara de carles,alfara de carles,42,23,25,124,149,187,176,363
43009,alforja,alforja,314,119,222,622,750,1027,1000,2027
43010,alio,alio,110,22,43,154,177,246,260,506
43011,almoster,almoster,224,127,131,379,477,673,665,1338
43012,altafulla,altafulla,1138,425,474,1758,2014,2797,3012,5809
43013,"ametlla de mar, l'","ametlla de mar, l'",1117,571,642,2093,2924,3745,3602,7347
43014,amposta,amposta,4225,1874,2510,6850,7164,11528,11095,22623
43015,arboli,arboli,12,1,14,53,49,76,53,129
43016,"arboc, l'","arboc, l'",1209,485,621,1747,1683,2922,2823,5745
43017,"argentera, l'","argentera, l'",6,5,15,37,66,75,54,129
43018,arnes,arnes,56,22,40,109,236,232,231,463
43019,asco,asco,239,89,184,428,669,828,781,1609
43020,banyeres del penedes,banyeres del penedes,622,282,280,1120,1036,1666,1674,3340
43021,barbera de la conca,barbera de la conca,63,37,36,165,179,262,218,480
43022,batea,batea,303,102,192,472,812,935,946,1881
43023,bellmunt del priorat,bellmunt del priorat,34,21,27,79,133,155,139,294
43024,bellvei,bellvei,447,210,263,779,710,1243,1166,2409
43025,benifallet,benifallet,64,42,78,173,367,352,372,724
43026,benissanet,benissanet,167,83,126,383,433,663,529,1192
43027,"bisbal de falset, la","bisbal de falset, la",18,13,15,49,112,118,89,207
43028,"bisbal del penedes, la","bisbal del penedes, la",697,297,439,1334,1416,2175,2008,4183
43029,blancafort,blancafort,46,25,48,115,159,199,194,393
43030,bonastre,bonastre,147,46,68,242,259,408,354,762
43031,"borges del camp, les","borges del camp, les",420,203,212,688,733,1159,1097,2256
43032,bot,bot,61,37,40,139,275,274,278,552
43033,botarell,botarell,215,97,114,384,360,606,564,1170
43034,brafim,brafim,128,47,57,223,242,344,353,697
43035,cabaces,cabaces,30,21,36,74,140,167,134,301
43036,cabra del camp,cabra del camp,210,123,151,433,408,701,624,1325
43037,calafell,calafell,5286,2307,3304,9734,10936,15728,15839,31567
43038,cambrils,cambrils,6968,2836,3536,11763,11583,17858,18828,36686
43039,capafonts,capafonts,4,6,12,35,49,59,47,106
43040,capcanes,capcanes,61,24,34,133,174,213,213,426
43041,caseres,caseres,24,13,27,47,129,117,123,240
43042,castellvell del camp,castellvell del camp,554,289,284,851,1013,1499,1492,2991
43043,"catllar, el","catllar, el",1090,359,483,1715,1568,2720,2495,5215
43044,"senia, la","senia, la",891,446,513,1713,2055,2835,2783,5618
43045,colldejou,colldejou,21,10,10,53,67,92,69,161
43046,conesa,conesa,13,5,15,29,51,59,54,113
43047,constanti,constanti,1528,550,817,2162,1864,3532,3389,6921
43048,corbera d'ebre,corbera d'ebre,127,73,102,274,440,537,479,1016
43049,cornudella de montsant,cornudella de montsant,128,65,115,338,387,545,488,1033
43050,creixell,creixell,722,258,403,1194,1592,2077,2092,4169
43051,cunit,cunit,2636,1157,1570,4821,5566,7763,7987,15750
43052,xerta,xerta,147,84,109,294,519,569,584,1153
43053,duesaigues,duesaigues,24,11,30,58,100,121,102,223
43054,"espluga de francoli, l'","espluga de francoli, l'",591,259,431,1119,1450,1899,1951,3850
43055,falset,falset,493,235,252,836,1059,1486,1389,2875
43056,"fatarella, la","fatarella, la",87,50,58,173,488,427,429,856
43057,"febro, la","febro, la",0,0,3,13,20,22,14,36
43058,"figuera, la","figuera, la",11,7,11,34,60,68,55,123
43059,figuerola del camp,figuerola del camp,46,36,32,101,131,170,176,346
43060,flix,flix,406,213,314,833,1557,1687,1636,3323
43061,fores,fores,1,3,1,13,22,25,15,40
43062,freginals,freginals,57,31,35,107,195,235,190,425
43063,"galera, la","galera, la",101,37,60,219,300,368,349,717
43064,gandesa,gandesa,558,224,325,927,1126,1591,1569,3160
43065,garcia,garcia,79,34,43,155,229,271,269,540
43066,"garidells, els","garidells, els",25,10,26,56,87,99,105,204
43067,ginestar,ginestar,90,48,60,211,391,416,384,800
43068,godall,godall,72,34,74,155,286,308,313,621
43069,gratallops,gratallops,22,15,18,69,108,129,103,232
43070,"guiamets, els","guiamets, els",21,8,21,66,140,130,126,256
43071,horta de sant joan,horta de sant joan,144,70,93,339,511,600,557,1157
43072,"lloar, el","lloar, el",13,5,9,24,49,51,49,100
43073,llorac,llorac,12,3,12,29,46,56,46,102
43074,llorenc del penedes,llorenc del penedes,411,191,245,655,920,1200,1222,2422
43075,margalef,margalef,3,2,13,28,62,65,43,108
43076,marca,marca,91,43,62,176,227,319,280,599
43077,mas de barberans,mas de barberans,56,37,34,166,253,274,272,546
43078,masdenverge,masdenverge,171,81,115,338,444,612,537,1149
43079,masllorenc,masllorenc,75,43,49,186,214,316,251,567
43080,"maso, la","maso, la",50,17,19,96,106,149,139,288
43081,maspujols,maspujols,181,66,91,328,227,465,428,893
43082,"masroig, el","masroig, el",64,38,44,152,182,264,216,480
43083,"mila, el","mila, el",36,13,19,54,75,99,98,197
43084,miravet,miravet,99,45,54,194,291,361,322,683
43085,"molar, el","molar, el",38,18,32,83,137,150,158,308
43086,montblanc,montblanc,1301,574,752,2269,2643,3862,3677,7539
43088,montbrio del camp,montbrio del camp,676,176,341,1084,860,1612,1525,3137
43089,montferri,montferri,85,34,62,145,147,253,220,473
43090,"montmell, el","montmell, el",336,128,200,596,656,1030,886,1916
43091,mont-ral,mont-ral,28,6,18,59,74,99,86,185
43092,mont-roig del camp,mont-roig del camp,2474,958,1469,4574,4710,7295,6890,14185
43093,mora d'ebre,mora d'ebre,1007,414,637,1604,2077,2906,2833,5739
43094,mora la nova,mora la nova,568,272,356,915,1198,1651,1658,3309
43095,"morell, el","morell, el",770,298,456,1330,997,1975,1876,3851
43096,"morera de montsant, la","morera de montsant, la",17,7,18,49,53,85,59,144
43097,"nou de gaia, la","nou de gaia, la",140,64,40,195,172,302,309,611
43098,nulles,nulles,126,35,51,187,158,292,265,557
43099,"palma d'ebre, la","palma d'ebre, la",29,13,42,75,176,163,172,335
43100,"pallaresos, els","pallaresos, els",1082,529,408,1664,1335,2535,2483,5018
43101,passanant i belltall,passanant i belltall,8,7,5,37,105,99,63,162
43102,pauls,pauls,77,22,40,137,267,273,270,543
43103,perafort,perafort,273,121,140,480,305,679,640,1319
43104,"perello, el","perello, el",480,175,260,855,1163,1517,1416,2933
43105,"piles, les","piles, les",50,12,17,64,87,128,102,230
43106,"pinell de brai, el","pinell de brai, el",133,87,95,237,423,483,492,975
43107,pira,pira,90,39,49,157,164,267,232,499
43108,"pla de santa maria, el","pla de santa maria, el",411,178,284,662,856,1242,1149,2391
43109,"pobla de mafumet, la","pobla de mafumet, la",995,304,541,1509,778,2090,2037,4127
43110,"pobla de massaluca, la","pobla de massaluca, la",44,21,43,82,154,191,153,344
43111,"pobla de montornes, la","pobla de montornes, la",587,238,352,1105,1075,1731,1626,3357
43112,poboleda,poboleda,44,12,29,109,139,170,163,333
43113,"pont d'armentera, el","pont d'armentera, el",62,27,50,132,227,247,251,498
43114,porrera,porrera,48,14,60,111,184,215,202,417
43115,pradell de la teixeta,pradell de la teixeta,20,13,13,41,91,93,85,178
43116,prades,prades,84,43,63,208,273,358,313,671
43117,prat de comte,prat de comte,27,21,15,49,76,99,89,188
43118,pratdip,pratdip,103,52,67,220,321,398,365,763
43119,puigpelat,puigpelat,246,107,107,411,337,630,578,1208
43120,querol,querol,66,23,62,183,261,337,258,595
43121,rasquera,rasquera,103,39,66,200,388,399,397,796
43122,renau,renau,43,9,7,64,35,80,78,158
43123,reus,reus,21068,9167,12453,32192,35081,53496,56465,109961
43124,"riba, la","riba, la",76,38,65,139,250,315,253,568
43125,riba-roja d'ebre,riba-roja d'ebre,122,50,88,283,583,602,524,1126
43126,"riera de gaia, la","riera de gaia, la",413,151,134,611,497,893,913,1806
43127,riudecanyes,riudecanyes,250,107,156,451,395,724,635,1359
43128,riudecols,riudecols,200,80,166,382,420,638,610,1248
43129,riudoms,riudoms,1291,553,778,2029,2303,3538,3416,6954
43130,rocafort de queralt,rocafort de queralt,39,12,22,68,105,132,114,246
43131,roda de bera,roda de bera,1368,578,786,2477,2818,4067,3960,8027
43132,rodonya,rodonya,76,42,62,135,207,283,239,522
43133,roquetes,roquetes,1536,649,896,2583,2710,4321,4053,8374
43134,"rourell, el","rourell, el",69,28,40,136,130,205,198,403
43135,salomo,salomo,97,39,53,142,199,280,250,530
43136,"rapita, la","rapita, la",2383,1188,1567,4684,5980,7754,8048,15802
43137,sant jaume dels domenys,sant jaume dels domenys,557,205,236,934,874,1436,1370,2806
43138,santa barbara,santa barbara,654,297,382,1081,1405,1937,1882,3819
43139,santa coloma de queralt,santa coloma de queralt,487,279,283,755,1019,1425,1398,2823
43140,santa oliva,santa oliva,747,270,339,1148,1175,1878,1801,3679
43141,pontils,pontils,22,0,13,36,52,68,55,123
43142,sarral,sarral,273,122,167,448,578,810,778,1588
43143,savalla del comtat,savalla del comtat,1,3,8,10,26,26,22,48
43144,"secuita, la","secuita, la",363,110,197,617,541,929,899,1828
43145,"selva del camp, la","selva del camp, la",1084,505,656,1692,1902,2901,2938,5839
43146,senan,senan,5,3,10,10,18,29,17,46
43147,solivella,solivella,87,48,64,162,266,334,293,627
43148,tarragona,tarragona,24994,11608,16903,41630,45883,68691,72327,141018
43149,tivenys,tivenys,115,66,98,253,405,488,449,937
43150,tivissa,tivissa,213,91,168,473,679,818,806,1624
43151,"torre de fontaubella, la","torre de fontaubella, la",18,8,6,35,52,64,55,119
43152,"torre de l'espanyol, la","torre de l'espanyol, la",92,46,52,178,262,329,301,630
43153,torredembarra,torredembarra,2987,1360,1848,5329,6429,8742,9211,17953
43154,torroja del priorat,torroja del priorat,13,5,10,41,68,70,67,137
43155,tortosa,tortosa,6373,2859,4004,10202,12075,17861,17652,35513
43156,ulldecona,ulldecona,1133,482,718,1987,2278,3500,3098,6598
43157,ulldemolins,ulldemolins,36,21,25,104,228,233,181,414
43158,vallclara,vallclara,11,8,8,27,35,55,34,89
43159,vallfogona de riucorb,vallfogona de riucorb,3,5,8,21,61,56,42,98
43160,vallmoll,vallmoll,383,137,194,617,606,978,959,1937
